position_id,fen,engine,best_move,evaluation_cp,time_taken,nodes,depth_reached
83,rnbqk2r/p1p2p1p/5np1/1p1pp3/3P4/b1N1P3/1PPQNPPP/1RB1KB1R w Kkq - 0 8,Stockfish,b2a3,505,0.009169340133666992,11839,15
84,2bqkbnr/1pppp1p1/r4p2/p4n1p/1P4PP/2P5/P2PPPN1/R1BQKBNR b KQk - 0 8,RubiChess,f5d6,-51,0.05884861946105957,110612,15
84,2bqkbnr/1pppp1p1/r4p2/p4n1p/1P4PP/2P5/P2PPPN1/R1BQKBNR b KQk - 0 8,Stockfish,f5d6,-38,0.47323060035705566,474442,15
85,rnbq2nr/p1ppk1bp/4pp2/1p4p1/2P1P3/5PP1/PP1P3P/RNBQKBNR w KQ - 3 8,RubiChess,c4b5,213,0.12473154067993164,210732,15
85,rnbq2nr/p1ppk1bp/4pp2/1p4p1/2P1P3/5PP1/PP1P3P/RNBQKBNR w KQ - 3 8,Stockfish,c4b5,201,0.045526981353759766,42512,15
86,rn1qkbnr/p2pp2p/b7/1pp2pp1/6P1/1P2P2B/P1PPQP1P/RNB1K1NR b KQkq - 1 6,RubiChess,f8g7,129,0.07749557495117188,135192,15
86,rn1qkbnr/p2pp2p/b7/1pp2pp1/6P1/1P2P2B/P1PPQP1P/RNB1K1NR b KQkq - 1 6,Stockfish,f8g7,198,0.11124968528747559,109778,15
87,1rbqkbnr/p3pp2/2n3p1/1Ppp3Q/2B1PP2/6PN/1PPP3P/RNB1K2R w KQk - 1 11,RubiChess,h5h8,372,0.3501455783843994,683831,15
87,1rbqkbnr/p3pp2/2n3p1/1Ppp3Q/2B1PP2/6PN/1PPP3P/RNB1K2R w KQk - 1 11,Stockfish,h5h8,328,0.03370785713195801,48351,15
88,rnb1kbn1/p1pp1pp1/1p5r/2q1pP1p/8/7P/PP1PP1PR/RNBQKBN1 w Qq - 0 7,RubiChess,g1f3,-364,0.14132952690124512,240599,15
88,rnb1kbn1/p1pp1pp1/1p5r/2q1pP1p/8/7P/PP1PP1PR/RNBQKBN1 w Qq - 0 7,Stockfish,h2h1,-348,0.0587005615234375,57818,15
89,r2qkbr1/pb1p1ppp/4pn2/1Np3N1/8/1P2KP2/n1PPP1PP/1RBQ1B1R w q - 0 10,RubiChess,e3f2,-230,0.0559079647064209,106248,15
89,r2qkbr1/pb1p1ppp/4pn2/1Np3N1/8/1P2KP2/n1PPP1PP/1RBQ1B1R w q - 0 10,Stockfish,e3f2,-224,0.038544654846191406,27458,15
90,r2qk1nr/ppp1bp1p/2n3p1/3ppb2/2N4P/5PP1/PPPPP3/1RBQKBNR w Kkq - 0 7,RubiChess,c4e3,-246,0.07358741760253906,114487,15
90,r2qk1nr/ppp1bp1p/2n3p1/3ppb2/2N4P/5PP1/PPPPP3/1RBQKBNR w Kkq - 0 7,Stockfish,c4e3,-254,0.07928180694580078,72863,15
91,r1b2bnr/ppqppk1p/n1p5/5pp1/PP5P/7N/2PPPPP1/RNBQKB1R w KQ - 1 7,RubiChess,h4g5,271,0.2789266109466553,443513,15
91,r1b2bnr/ppqppk1p/n1p5/5pp1/PP5P/7N/2PPPPP1/RNBQKB1R w KQ - 1 7,Stockfish,h4g5,266,0.05776667594909668,55228,15
92,r1q2knr/p1p1ppbp/np6/3p4/2PP2p1/1P2QN1b/P3PPP1/RNBK1B1R w - - 1 10,RubiChess,f3e5,237,0.08857583999633789,158548,15
92,r1q2knr/p1p1ppbp/np6/3p4/2PP2p1/1P2QN1b/P3PPP1/RNBK1B1R w - - 1 10,Stockfish,f3e5,270,0.06467127799987793,67111,15
93,rnbqkb1r/pp1ppp2/2p5/1P1n2pp/3P3P/3Q1P2/P1P1P1P1/RNB1KBNR b KQkq - 0 6,RubiChess,g5h4,-24,0.2702939510345459,474113,15
93,rnbqkb1r/pp1ppp2/2p5/1P1n2pp/3P3P/3Q1P2/P1P1P1P1/RNB1KBNR b KQkq - 0 6,Stockfish,g5h4,-36,0.16518354415893555,172963,15
94,2bqkb1r/1pppp1pp/r4n2/p2n1p2/3P1B2/2P4N/P3PPPP/RN1QKB1R w KQk - 2 8,RubiChess,e2e4,-11,0.04999089241027832,81893,15
94,2bqkb1r/1pppp1pp/r4n2/p2n1p2/3P1B2/2P4N/P3PPPP/RN1QKB1R w KQk - 2 8,Stockfish,e2e4,-72,0.10511350631713867,103451,15
95,rnb1kb1r/pp1qpppp/2p2n2/3p4/QP3P2/2P5/P2PP1PP/RNBK1BNR b kq - 0 5,RubiChess,d7c7,221,0.041242361068725586,67330,15
95,rnb1kb1r/pp1qpppp/2p2n2/3p4/QP3P2/2P5/P2PP1PP/RNBK1BNR b kq - 0 5,Stockfish,d7c7,231,0.05376124382019043,52932,15
96,r1b1kbnr/p1pp1p2/1p2p1Np/6q1/4P3/1PPQ4/PB3PPP/RN2KB1R b KQkq - 2 9,RubiChess,g5g6,10,0.149338960647583,248124,15
96,r1b1kbnr/p1pp1p2/1p2p1Np/6q1/4P3/1PPQ4/PB3PPP/RN2KB1R b KQkq - 2 9,Stockfish,g5g6,20,0.2254042625427246,217623,15
97,r2qkbnr/ppp1pppp/n2p4/8/8/1PP1Pb1P/P2P1PP1/RNBQKBNR w KQkq - 1 5,RubiChess,g1f3,739,0.15011024475097656,291247,15
97,r2qkbnr/ppp1pppp/n2p4/8/8/1PP1Pb1P/P2P1PP1/RNBQKBNR w KQkq - 1 5,Stockfish,g1f3,659,0.02440476417541504,27234,15
98,rnb1kbnr/p1pp1ppp/8/1p2p1q1/P5P1/3P3P/1PP1PP2/RNBQKBNR w KQkq - 1 5,RubiChess,c1g5,500,0.2743849754333496,617445,15
98,rnb1kbnr/p1pp1ppp/8/1p2p1q1/P5P1/3P3P/1PP1PP2/RNBQKBNR w KQkq - 1 5,Stockfish,c1g5,681,0.014756202697753906,31339,15
99,rnbqkbnr/2ppp1p1/1p3p1p/p2N4/P7/7P/1PPPPPP1/R1BQKBNR w KQkq - 0 5,RubiChess,e2e4,227,0.09983038902282715,169838,15
99,rnbqkbnr/2ppp1p1/1p3p1p/p2N4/P7/7P/1PPPPPP1/R1BQKBNR w KQkq - 0 5,Stockfish,e2e4,235,0.09875965118408203,90475,15
100,r1bqkbnr/ppp2p1N/3p2p1/2P1p2p/3n4/2N5/PP1PPPPP/1RBQKB1R b Kkq - 3 7,RubiChess,h8h7,520,0.3324310779571533,631298,15
100,r1bqkbnr/ppp2p1N/3p2p1/2P1p2p/3n4/2N5/PP1PPPPP/1RBQKB1R b Kkq - 3 7,Stockfish,h8h7,482,0.05737447738647461,68237,15
101,rnbq1bnr/pppk3p/3ppp1B/6p1/3P4/5NP1/PPP1PP1P/RN1QKB1R b - - 2 7,RubiChess,g8h6,409,0.29168105125427246,542377,15
101,rnbq1bnr/pppk3p/3ppp1B/6p1/3P4/5NP1/PPP1PP1P/RN1QKB1R b - - 2 7,Stockfish,g8h6,420,0.06226348876953125,71808,15
102,rnbqk1nr/p2pb1p1/8/2N1pp1p/1p4P1/5N1P/PPPPPPB1/1RBQK2R w Kkq - 0 10,RubiChess,f3e5,398,0.2414536476135254,493855,15
102,rnbqk1nr/p2pb1p1/8/2N1pp1p/1p4P1/5N1P/PPPPPPB1/1RBQK2R w Kkq - 0 10,Stockfish,f3e5,359,0.024512290954589844,24446,15
103,r2q2nr/ppp1pkbp/4bpp1/3P1P2/2Q5/3P4/PPP3PP/RNB1KBNR w KQ - 1 10,RubiChess,b1c3,548,0.2921409606933594,548975,15
103,r2q2nr/ppp1pkbp/4bpp1/3P1P2/2Q5/3P4/PPP3PP/RNB1KBNR w KQ - 1 10,Stockfish,f5e6,713,0.03021860122680664,55924,15
104,rq2kbnr/p1pb3p/1pnppp2/4N1p1/4P1P1/1P6/P1PP1PBP/RNBQK2R w Kkq - 1 11,RubiChess,e5d7,136,0.19383955001831055,325044,15
104,rq2kbnr/p1pb3p/1pnppp2/4N1p1/4P1P1/1P6/P1PP1PBP/RNBQK2R w Kkq - 1 11,Stockfish,e5d7,164,0.07822751998901367,82069,15
105,r1bqkbn1/p1pp1p1r/2n1p1p1/1p4Np/P7/2P2P2/1PNPP1PP/R1BQKB1R b KQq - 1 7,RubiChess,d8g5,202,0.05838751792907715,122420,15
105,r1bqkbn1/p1pp1p1r/2n1p1p1/1p4Np/P7/2P2P2/1PNPP1PP/R1BQKB1R b KQq - 1 7,Stockfish,d8g5,261,0.02274179458618164,20354,15
106,2bq2nr/rpppk2p/p1n2p1b/6p1/1P6/P4P1N/2PPPKPP/1RBQ1B1R b - - 0 9,RubiChess,d7d5,297,0.12315726280212402,228070,15
106,2bq2nr/rpppk2p/p1n2p1b/6p1/1P6/P4P1N/2PPPKPP/1RBQ1B1R b - - 0 9,Stockfish,d7d5,339,0.049753665924072266,43646,15
107,1nb1kb1r/1pppqppp/4pn2/p7/2P2P2/N2r4/PPQ1P1PP/R1B1KBNR w KQk - 4 9,RubiChess,e2d3,427,0.19912290573120117,407223,15
107,1nb1kb1r/1pppqppp/4pn2/p7/2P2P2/N2r4/PPQ1P1PP/R1B1KBNR w KQk - 4 9,Stockfish,e2d3,383,0.03304791450500488,37934,15
108,rnb3nr/pppp1kpp/4qp2/4p3/3PP1P1/b1N2P1N/PPP1BK1P/R1BQ3R b - - 0 10,RubiChess,a3d6,-298,0.1853029727935791,302845,15
108,rnb3nr/pppp1kpp/4qp2/4p3/3PP1P1/b1N2P1N/PPP1BK1P/R1BQ3R b - - 0 10,Stockfish,a3d6,-278,0.06349968910217285,51809,15
109,2bqkbnr/r1pppp1p/p1n5/1p4p1/4P1P1/1PN4P/P1PP1P2/R1BQKBNR b KQk - 0 7,RubiChess,f8g7,-21,0.14086556434631348,238094,15
109,2bqkbnr/r1pppp1p/p1n5/1p4p1/4P1P1/1PN4P/P1PP1P2/R1BQKBNR b KQk - 0 7,Stockfish,f8g7,-10,0.16469550132751465,170381,15
110,r1bqkb1r/3pnppp/1p6/pNp1p3/1n6/1PPP4/P3PPPP/1RBQKBNR w Kkq - 0 9,RubiChess,b5d6,9999,0.002244234085083008,35,1
110,r1bqkb1r/3pnppp/1p6/pNp1p3/1n6/1PPP4/P3PPPP/1RBQKBNR w Kkq - 0 9,Stockfish,b5d6,9999,0.0010793209075927734,485,15
111,rnbq1knr/1ppp4/p4p2/2b1p1Pp/3P4/2N4P/PPP1P1P1/R1BQKBNR w - - 1 10,RubiChess,d4c5,707,0.2456822395324707,462939,15
111,rnbq1knr/1ppp4/p4p2/2b1p1Pp/3P4/2N4P/PPP1P1P1/R1BQKBNR w - - 1 10,Stockfish,d4c5,575,0.0202639102935791,18959,15
112,r1b1qbnr/1pp1kppp/n2pp3/p7/P1Q1P3/R1P5/1P1PKPPP/1NB2BNR w - - 4 8,RubiChess,d2d4,-91,0.15144038200378418,271890,15
112,r1b1qbnr/1pp1kppp/n2pp3/p7/P1Q1P3/R1P5/1P1PKPPP/1NB2BNR w - - 4 8,Stockfish,d2d4,-97,0.12726902961730957,124236,15
113,rnbq3r/pp1pk3/2p2bpp/4pp2/8/2P2P1N/PP1PP1PP/RNBK1B1R b - - 0 9,RubiChess,e7f8,680,0.6134176254272461,1192721,15
113,rnbq3r/pp1pk3/2p2bpp/4pp2/8/2P2P1N/PP1PP1PP/RNBK1B1R b - - 0 9,Stockfish,d7d5,699,0.01897454261779785,33507,15
114,rnb1kbnr/ppqpppp1/7p/3P4/2p1PP2/8/PPPQ2PP/RNB1KBNR b KQkq - 0 5,RubiChess,a7a6,-121,0.15883445739746094,272155,15
114,rnb1kbnr/ppqpppp1/7p/3P4/2p1PP2/8/PPPQ2PP/RNB1KBNR b KQkq - 0 5,Stockfish,e7e6,-175,0.12448596954345703,126564,15
115,rnb1kbnr/p2p1p2/1p2p3/q5pp/1PP5/N2QB2N/P1P1PPPP/R3KB1R w KQkq - 0 8,RubiChess,b4a5,588,0.7502396106719971,1694772,15
115,rnb1kbnr/p2p1p2/1p2p3/q5pp/1PP5/N2QB2N/P1P1PPPP/R3KB1R w KQkq - 0 8,Stockfish,b4a5,706,0.06258273124694824,124649,15
116,r1bqkbnr/p1pppp1p/1pn5/8/6p1/3BPN1P/PPPP1PP1/RNBQK2R w KQkq - 2 5,RubiChess,h3g4,190,0.2325751781463623,412850,15
116,r1bqkbnr/p1pppp1p/1pn5/8/6p1/3BPN1P/PPPP1PP1/RNBQK2R w KQkq - 2 5,Stockfish,h3g4,181,0.13441896438598633,127195,15
117,rn1qkbnr/2pbp1pp/8/pp1p1p2/5PP1/1P5N/P1PPP2P/RNBQKB1R w KQkq - 0 6,RubiChess,g4g5,7,0.29151296615600586,487060,15
117,rn1qkbnr/2pbp1pp/8/pp1p1p2/5PP1/1P5N/P1PPP2P/RNBQKB1R w KQkq - 0 6,Stockfish,g4g5,4,0.2909085750579834,270986,15
118,1rbqk1nr/pppp4/n2b2pB/4pp1p/P2P4/3Q1PP1/1PP1P2P/RN2KBNR w KQk - 3 8,RubiChess,h6g7,163,0.0418705940246582,69484,15
118,1rbqk1nr/pppp4/n2b2pB/4pp1p/P2P4/3Q1PP1/1PP1P2P/RN2KBNR w KQk - 3 8,Stockfish,h6g7,175,0.03429150581359863,25945,15
119,rnbqkbnr/1pp1p3/p2p2pp/8/4Pp1P/2P5/PPQP1PPN/RNB1KBR1 b Qkq e3 0 7,RubiChess,e7e5,89,0.0790243148803711,134810,15
119,rnbqkbnr/1pp1p3/p2p2pp/8/4Pp1P/2P5/PPQP1PPN/RNB1KBR1 b Qkq e3 0 7,Stockfish,e7e5,89,0.033766746520996094,36160,15
120,1rb1kbnr/pppp2pp/2n5/4ppq1/P7/2P1P2N/1P1PKPPP/RNBQ1B1R b k - 0 6,RubiChess,g5g6,59,0.1936938762664795,291163,15
120,1rb1kbnr/pppp2pp/2n5/4ppq1/P7/2P1P2N/1P1PKPPP/RNBQ1B1R b k - 0 6,Stockfish,g5g6,101,0.11708474159240723,122248,15
